date,forecast,forecast_lower,forecast_upper,category,type
2023-01-03,42156.710517928106,23513.639250971533,60867.45944435129,Travel,Actual
2023-01-04,44796.625952288516,26484.883124134252,62772.15245618902,Travel,Actual
2023-01-05,44949.4462010437,25354.46688012129,63230.69422353063,Travel,Actual
2023-01-06,44265.95418355313,24930.004462826786,63480.85897891159,Travel,Actual
2023-01-07,44371.2225155539,25322.008509911415,63192.06217193976,Travel,Actual
2023-01-08,44335.19637913726,25273.247759111295,63913.90970849594,Travel,Actual
2023-01-09,46621.4082342309,27257.802805113744,66162.02647893621,Travel,Actual
2023-01-10,42183.18600083283,23603.86760283109,62304.72060741959,Travel,Actual
2023-01-11,44824.756844461575,25060.349828040424,62765.42466991824,Travel,Actual
2023-01-12,44977.67052693088,26306.49975300049,65047.628296655545,Travel,Actual
2023-01-13,44293.7468424214,24816.469881450383,64602.51462801356,Travel,Actual
2023-01-14,44399.07876858582,26651.22255153639,62537.52379016322,Travel,Actual
2023-01-15,44363.02751823177,25182.552668372016,64105.2871153477,Travel,Actual
2023-01-16,46650.67190334927,26414.787074995595,66564.89348220617,Travel,Actual
2023-01-17,42209.66147921039,24101.569785358624,61975.47190947105,Travel,Actual
2023-01-18,44852.887732530755,26960.723210839657,64226.26204171481,Travel,Actual
2023-01-19,45005.89485135912,25365.877406592,62687.22724739136,Travel,Actual
2023-01-20,44321.539502509775,24307.00721421054,64230.28791439297,Travel,Actual
2023-01-21,44426.935025520805,23987.504715436287,64304.46461046011,Travel,Actual
2023-01-22,44390.858663862404,25449.976512405123,64142.732313850356,Travel,Actual
2023-01-23,46679.9355821249,28547.559953568245,66153.40437835624,Travel,Actual
2023-01-24,42236.13696885231,21747.35638986748,62346.551806056195,Travel,Actual
2023-01-25,44881.01863456982,24735.140262251927,63896.65038046434,Travel,Actual
2023-01-26,45034.119187804514,24443.494455860153,62763.840381818314,Travel,Actual
2023-01-27,44349.33217246835,23723.92200050877,62294.03348047162,Travel,Actual
2023-01-28,44454.79128942841,24981.946974633694,64619.02187232821,Travel,Actual
2023-01-29,44418.6898135969,24699.435154362596,64433.517264213144,Travel,Actual
2023-01-30,46709.19926218287,27496.558212110704,64379.41991161663,Travel,Actual
2023-01-31,42262.61245691806,24287.851752941602,60009.589109978246,Travel,Actual
2023-02-01,44909.149532004165,25338.08573727551,65270.52892644408,Travel,Actual
2023-02-02,45062.34351872276,26629.021322763012,64330.221808614246,Travel,Actual
2023-02-03,44377.12483605176,25250.068666444327,63695.14053282338,Travel,Actual
2023-02-04,44482.64754790042,25724.835926561005,63956.834552311266,Travel,Actual
2023-02-05,44446.520958794776,24679.24539324134,64530.456831795025,Travel,Actual
2023-02-06,46738.46294039307,26578.713745081266,65289.83526234379,Travel,Actual
2023-02-07,42289.08794596069,22796.957442697683,61225.65914298965,Travel,Actual
2023-02-08,44937.280433301494,26691.031701017833,63632.32020611774,Travel,Actual
2023-02-09,45090.56785632533,25652.863436534273,64513.71726091576,Travel,Actual
2023-02-10,44404.91750901516,24893.615632019457,64259.781475027994,Travel,Actual
2023-02-11,44510.5038176159,24529.04214547803,62615.67684406434,Travel,Actual
2023-02-12,44474.35211710538,25951.701442945337,63245.75217109464,Travel,Actual
2023-02-13,46767.72663043159,28511.67588539965,66824.77848746696,Travel,Actual
2023-02-14,42315.563441430844,24052.190241044267,61223.25942333232,Travel,Actual
2023-02-15,44965.41133686666,25326.80455801043,64118.344744934,Travel,Actual
2023-02-16,45118.79219164742,27664.60414184057,62997.58007525958,Travel,Actual
2023-02-17,44432.71017524201,24970.30906188001,64810.32637464684,Travel,Actual
2023-02-18,44538.36007608817,25636.792384964985,63094.776630302906,Travel,Actual
2023-02-19,44502.183259697915,24661.566362195976,63120.79418202884,Travel,Actual
2023-02-20,46796.99030117442,27277.08859971065,66759.48145116842,Travel,Actual
2023-02-21,42342.03892192907,23429.79087891539,62027.782226894786,Travel,Actual
2023-02-22,44993.542227195525,27544.3787418614,63989.965689055214,Travel,Actual
2023-02-23,45147.01651540052,26142.7658067112,63800.59912392015,Travel,Actual
2023-02-24,44460.50283176717,26315.19034993805,63721.22775833034,Travel,Actual
2023-02-25,44566.216326540016,25361.253448271116,64515.44865043444,Travel,Actual
2023-02-26,44530.01439594388,25865.91452809035,63603.96562085615,Travel,Actual
2023-02-27,46826.25396703361,27994.84993213488,66777.2096592773,Travel,Actual
2023-02-28,42368.51439713452,22373.23030717938,62402.57060230355,Travel,Actual
2023-03-01,45021.673110953736,26170.690560858384,63468.873320950435,Travel,Actual
2023-03-02,45175.24083349559,26235.91186700394,65551.70569255755,Travel,Actual
2023-03-03,44488.29548364845,26219.49412868073,64617.22188349769,Travel,Actual
2023-03-04,44594.07257224865,25606.544496510494,64132.2942119635,Travel,Actual
2023-03-05,44557.84552739759,24712.086545535967,63076.40954888144,Travel,Actual
2023-03-06,46855.51762776754,28045.014348680474,66134.06502768019,Travel,Actual
2023-03-07,42394.98986761204,22257.19656652377,63164.131572568986,Travel,Actual
2023-03-08,45049.803989603366,25897.214941522056,64821.05599173532,Travel,Actual
2023-03-09,45203.465145472954,25651.86120077149,64823.5155586542,Travel,Actual
2023-03-10,44516.08812848148,24822.90316409577,64697.06230487728,Travel,Actual
2023-03-11,44621.92881190663,25355.641356589917,65815.24496229374,Travel,Actual
2023-03-12,44585.67665303016,25196.74551742919,64789.191901483086,Travel,Actual
2023-03-13,46884.78128261411,27200.063035833875,65638.28301226374,Travel,Actual
2023-03-14,42421.46533298973,23470.470397454752,61817.608573711,Travel,Actual
2023-03-15,45077.934863075134,26566.76366375279,64448.65303213481,Travel,Actual
2023-03-16,45231.689452456674,25467.03616073474,64690.74160089877,Travel,Actual
2023-03-17,44543.880768642724,26288.555679709312,64272.36436736716,Travel,Actual
2023-03-18,44649.7850460972,24794.001067796347,63430.030325039654,Travel,Actual
2023-03-19,44613.50777397417,25689.463954685187,63132.31328604935,Travel,Actual
2023-03-20,46914.04493336275,28151.166260497885,65453.74449520365,Travel,Actual
2023-03-21,42447.94079524119,23896.368548673363,61798.99649793856,Travel,Actual
2023-03-22,45106.065733830015,25968.300799023735,64624.5377272604,Travel,Actual
2023-03-23,45259.91375734953,25293.844834246527,64545.953616533625,Travel,Actual
2023-03-24,44571.67340736581,24803.741517800925,63527.12426208127,Travel,Actual
2023-03-25,44677.64127945782,26840.94002606698,64436.165038452535,Travel,Actual
2023-03-26,44641.338893923865,22986.566429273473,64243.69668699911,Travel,Actual
2023-03-27,46943.30858288338,27155.56200579039,67495.05689319115,Travel,Actual
2023-03-28,42474.416256536984,22601.94342606022,61603.69525648273,Travel,Actual
2023-03-29,45134.196603752775,25695.9649520734,62928.48257267384,Travel,Actual
2023-03-30,45288.13806361189,26106.82772644838,62706.04942877129,Travel,Actual
2023-03-31,44599.46604957175,25225.807238172227,63928.257014079674,Travel,Actual
2023-04-01,44705.49751850166,25943.52240830162,62842.11064379422,Travel,Actual
2023-04-02,44669.170021711885,25110.302871511423,64367.98171381725,Travel,Actual
2023-04-03,46972.572242935785,27898.364499223546,67116.22918325914,Travel,Actual
2023-04-04,42500.89172927003,24029.001555541687,61853.69311830957,Travel,Actual
2023-04-05,45162.327487850445,25685.052139208492,64878.33477373548,Travel,Actual
2023-04-06,45316.362382053994,26052.025576346947,64417.77928957163,Travel,Actual
2023-04-07,44627.258698371865,24056.145173526766,62904.37161718028,Travel,Actual
2023-04-08,44733.3537586759,25627.334678902247,62873.15929513295,Travel,Actual
2023-04-09,44697.00114518735,25914.96696567069,62841.60541303416,Travel,Actual
2023-04-10,47001.83589271697,27764.677839901324,65894.3495953228,Travel,Actual
2023-04-11,42527.3671875345,23709.33785776205,60516.47834349613,Travel,Actual
2023-04-12,45190.45835106182,26456.211906075165,64246.07284311069,Travel,Actual
2023-04-13,45344.58667606531,24792.060657169397,64255.0205595423,Travel,Actual
2023-04-14,44655.05132652049,24130.503141766512,63978.62714170774,Travel,Actual
2023-04-15,44761.209981606764,25529.88094238,63629.35512804851,Travel,Actual
2023-04-16,44724.8322249503,24855.9731892182,64856.31673288333,Travel,Actual
2023-04-17,47031.09946867931,25065.74709966798,66392.56430433704,Travel,Actual
2023-04-18,42553.84255381041,22863.203186624993,61818.64178162874,Travel,Actual
2023-04-19,45218.5890897557,25356.922844033677,64032.049735804496,Travel,Actual
2023-04-20,45372.81081826104,25988.961617876645,65152.612252920204,Travel,Actual
2023-04-21,44682.843775306705,25953.9811184006,62878.53720405265,Travel,Actual
2023-04-22,44789.065994807825,25585.594611179647,64868.798501867364,Travel,Actual
2023-04-23,44752.66312508678,25285.491595180592,63336.05546436165,Travel,Actual
2023-04-24,47060.36288725622,27822.89918765588,66736.10507059586,Travel,Actual
2023-04-25,42580.3178065113,23310.094092315725,62283.63850791553,Travel,Actual
2023-04-26,45246.71973838907,27338.692669593172,65057.99965942151,Travel,Actual
2023-04-27,45401.03490083668,24942.30046108673,64963.85836040852,Travel,Actual
2023-04-28,44710.63619562924,25267.571028346425,65190.87977649736,Travel,Actual
2023-04-29,44816.922009782924,25761.503056539244,64028.10212393635,Travel,Actual
2023-04-30,44780.49402738001,24531.242434438638,63311.55883357912,Travel,Actual
2023-05-01,47089.62630846852,28052.56282245268,68106.13990974106,Travel,Actual
2023-05-02,42606.79306125496,22927.886082982404,62121.98440144551,Travel,Actual
2023-05-03,45274.85038884141,26599.098016385477,63926.35076814195,Travel,Actual
2023-05-04,45429.25898348584,27056.018330436935,65850.11368128756,Travel,Actual
2023-05-05,44738.42861429114,26333.66798688232,63090.941849357914,Travel,Actual
2023-05-06,44844.77802140417,25175.30537187686,63465.124865663674,Travel,Actual
2023-05-07,44808.32492459797,25119.218591922956,63725.06368231052,Travel,Actual
2023-05-08,47118.88972253357,28548.997124441717,66744.62525119711,Travel,Actual
2023-05-09,42633.268308237726,23883.019233916955,62232.38117468044,Travel,Actual
2023-05-10,45302.98102967972,25952.445294159796,65165.786480488445,Travel,Actual
2023-05-11,45457.48305786289,26219.487695601638,65132.87107509928,Travel,Actual
2023-05-12,44766.22010763418,25591.61479880734,63531.03669520026,Travel,Actual
2023-05-13,44872.63218628131,25635.541215971298,64022.116543435586,Travel,Actual
2023-05-14,44836.15305827105,26344.196384166607,65761.9359830948,Travel,Actual
2023-05-15,47148.14926508467,28137.444477353984,67302.44498955633,Travel,Actual
2023-05-16,42659.73917885481,22634.28090399545,62856.197332081145,Travel,Actual
2023-05-17,45331.10609214342,26830.34861253489,64400.64811878967,Travel,Actual
2023-05-18,45485.700602526435,26399.938319494777,64932.98248234705,Travel,Actual
2023-05-19,44794.00608967767,25853.69324628042,63699.49073132132,Travel,Actual
2023-05-20,44900.48174790405,27313.41208372062,64334.89337085627,Travel,Actual
2023-05-21,44863.97750705311,25479.41996847106,63373.792494406975,Travel,Actual
2023-05-22,47177.405894323674,28253.22169775876,66913.98421882198,Travel,Actual
2023-05-23,42686.20828340917,24119.647451899946,64152.027915157836,Travel,Actual
2023-05-24,45359.230202189356,26615.845291215763,65534.2637880548,Travel,Actual
2023-05-25,45513.918118724825,26432.24221781566,65034.562055965675,Travel,Actual
2023-05-26,44821.792038082014,25902.72166130628,63641.50647915295,Travel,Actual
2023-05-27,44928.33127018662,25139.611254235864,63195.986534693286,Travel,Actual
2023-05-28,44891.80192213206,26204.26909011958,63849.76467873784,Travel,Actual
2023-05-29,47206.6624940389,28773.348814164034,66321.96990244504,Travel,Actual
2023-05-30,42712.677354670814,22251.580909155666,60902.34431885666,Travel,Actual
2023-05-31,45387.35426982917,27961.359594496706,65453.04490153539,Travel,Actual
2023-06-01,45542.1355853523,25695.69809136577,64513.361238866295,Travel,Actual
2023-06-02,44849.57793075334,25546.922921638663,64175.07407102933,Travel,Actual
2023-06-03,44956.180729677944,25563.28810978489,63181.50715694568,Travel,Actual
2023-06-04,44919.62626193982,25912.559002393842,65178.462722504126,Travel,Actual
2023-06-05,47235.91900140619,27343.417144899293,65235.40465430649,Travel,Actual
2023-06-06,42739.1463543071,23675.317692403023,62823.00544617061,Travel,Actual
2023-06-07,45415.478268848536,26124.004890049804,64055.07636595639,Travel,Actual
2023-06-08,45570.352990630265,25263.695720756758,65127.74497369599,Travel,Actual
2023-06-09,44877.36377037056,26426.271727460942,63579.993713833705,Travel,Actual
2023-06-10,44984.03014337704,24037.84211601307,64124.814005446875,Travel,Actual
2023-06-11,44947.450563377795,24827.262284860808,64110.5258493061,Travel,Actual
2023-06-12,47265.17547620441,27084.378679735935,67359.2496608832,Travel,Actual
2023-06-13,42765.615319570694,22498.943531071356,61507.40733884209,Travel,Actual
2023-06-14,45443.602236560786,25487.65132745056,66775.04572245543,Travel,Actual
2023-06-15,45598.57036971472,26437.092592989557,65718.83639276966,Travel,Actual
2023-06-16,44905.149484950685,26453.214148211537,64030.36177284716,Travel,Actual
2023-06-17,45011.879332250166,26725.469584380495,65761.6519765319,Travel,Actual
2023-06-18,44975.27454079289,25443.873893252578,64555.212776869885,Travel,Actual
2023-06-19,47294.43150577473,28806.217603416815,67173.6681016328,Travel,Actual
2023-06-20,42792.08378746066,22825.46132538772,61911.3335160401,Travel,Actual
2023-06-21,45471.72557011256,26994.74097842263,65299.24543732578,Travel,Actual
2023-06-22,45626.7870064877,25817.0157043338,64908.52920259804,Travel,Actual
2023-06-23,44932.934572991086,25181.73902202513,65722.07685771724,Travel,Actual
2023-06-24,45039.72799781828,25915.560785105503,65106.62630568853,Travel,Actual
2023-06-25,45003.09810002654,25646.717015199323,65677.76890575855,Travel,Actual
2023-06-26,47323.687205691574,27727.00239427615,67094.98903084004,Travel,Actual
2023-06-27,42818.55205666768,22813.01482361914,63565.06788998788,Travel,Actual
2023-06-28,45499.84879834031,26570.262916151365,65148.30825324038,Travel,Actual
2023-06-29,45655.00364372672,26694.643940181948,65077.626039058654,Travel,Actual
2023-06-30,44960.71966156174,27315.244523934747,64006.74243128912,Travel,Actual
2023-07-01,45067.5766640284,25622.540369715804,65417.83264380139,Travel,Actual
2023-07-02,45030.92165981521,25995.879376802106,64126.293477173516,Travel,Actual
2023-07-03,47352.942896034336,27941.229591031446,65514.27335795185,Travel,Actual
2023-07-04,42845.02030803267,24083.570106989333,61530.29549577592,Travel,Actual
2023-07-05,45527.971997859844,26626.298886420514,64819.61193690917,Travel,Actual
2023-07-06,45683.22024238384,26263.370962405545,64533.01777466233,Travel,Actual
2023-07-07,44988.50470252414,25164.983907556685,65815.31372684547,Travel,Actual
2023-07-08,45095.42527284171,26079.639743120602,65182.65967631551,Travel,Actual
2023-07-09,45058.7451527054,25021.517735421152,64355.43637147093,Travel,Actual
2023-07-10,47382.19852608276,26604.24007947248,66693.82211467091,Travel,Actual
2023-07-11,42871.4885139464,23611.802329578037,61171.573337636015,Travel,Actual
2023-07-12,45556.09515598701,26759.258983226704,64724.44983165969,Travel,Actual
2023-07-13,45711.436806439495,26673.273227478392,64374.882026906285,Travel,Actual
2023-07-14,45016.28971623012,25400.60848233876,63438.32949078962,Travel,Actual
2023-07-15,45123.27386118055,25641.391745336623,65104.04545495046,Travel,Actual
2023-07-16,45086.56863197225,26153.26309394783,64320.2836988481,Travel,Actual
2023-07-17,47411.45413894956,26638.387495681818,66437.19279980335,Travel,Actual
2023-07-18,42897.95670171766,24763.117286893226,61310.74789350309,Travel,Actual
2023-07-19,45584.218297588675,26631.573863064885,64901.48373131297,Travel,Actual
2023-07-20,45739.653356686074,26988.180380851943,64198.622455589386,Travel,Actual
2023-07-21,45044.07471812693,26382.113483176476,65261.113587775675,Travel,Actual
2023-07-22,45151.122439474784,24921.102318315265,64326.15812224596,Travel,Actual
2023-07-23,45114.39210295368,25917.796058218417,64804.130987565935,Travel,Actual
2023-07-24,47440.70974500418,28364.720636002952,68489.31491038855,Travel,Actual
2023-07-25,42924.42488501865,22569.844392323463,62415.195561881286,Travel,Actual
2023-07-26,45612.34143350116,28410.854678482887,64332.38924239441,Travel,Actual
2023-07-27,45767.86990024773,24463.371580639785,63960.88370965915,Travel,Actual
2023-07-28,45071.85971437951,24316.738072909644,63795.60282603849,Travel,Actual
2023-07-29,45178.97101298199,25200.546284318705,64514.98008173731,Travel,Actual
2023-07-30,45142.2155700668,25392.294554301683,65567.65202691231,Travel,Actual
2023-07-31,47469.965347882404,28225.522809269467,66490.18365686321,Travel,Actual
2023-08-01,42950.89306628279,23977.187592092556,61910.71240979868,Travel,Actual
2023-08-02,45640.46456812507,27350.00404837542,64864.21802121562,Travel,Actual
2023-08-03,45796.08644343578,25381.89843624415,64115.81359662846,Travel,Actual
2023-08-04,45099.644710189634,26308.66727184843,64140.97849810218,Travel,Actual
2023-08-05,45206.81958611112,27026.23039596524,64493.48105291235,Travel,Actual
2023-08-06,45170.0390368584,25599.473158830348,64962.462761578245,Travel,Actual
2023-08-07,47499.2209530699,28492.407970650867,66548.2903054866,Travel,Actual
2023-08-08,42977.36125203653,22834.112565050997,61199.60246366747,Travel,Actual
2023-08-09,45668.58771006763,26766.472092991895,63334.93116653194,Travel,Actual
2023-08-10,45824.30299649836,26880.108677605447,66355.62012817674,Travel,Actual
2023-08-11,45127.429718249114,25982.79452861594,64902.0112632254,Travel,Actual
2023-08-12,45234.6681739735,27508.306464590427,64822.702493430406,Travel,Actual
2023-08-13,45197.86252082755,26091.801814582224,64195.26302184474,Travel,Actual
2023-08-14,47528.47657374613,28363.542683474898,66304.14656094005,Travel,Actual
2023-08-15,43003.82944947087,22590.86782296435,62077.39320767443,Travel,Actual
2023-08-16,45696.71086192935,25405.477485025105,64328.824788962345,Travel,Actual
2023-08-17,45852.51955702902,26803.712969948927,63706.73805931015,Travel,Actual
2023-08-18,45155.2147312206,26295.118697733255,64792.8154709506,Travel,Actual
2023-08-19,45262.51676430091,26577.56606324679,65394.97619059166,Travel,Actual
2023-08-20,45225.68600479549,25882.25256671015,63505.39999730229,Travel,Actual
2023-08-21,47557.732194419805,27844.840293293204,66444.36862552431,Travel,Actual
2023-08-22,43030.29764690017,23551.295855180328,63540.03336752732,Travel,Actual
2023-08-23,45724.83401380413,25272.983041401378,64219.20359949362,Travel,Actual
2023-08-24,45880.73611756853,26958.915763118894,66026.73215585916,Travel,Actual
2023-08-25,45182.99974417322,25388.06724266255,65163.17048739953,Travel,Actual
2023-08-26,45290.365354632944,27030.20934482403,63007.0188499104,Travel,Actual
2023-08-27,45253.5094887594,24822.072433165347,63455.13326736241,Travel,Actual
2023-08-28,47586.98781509347,26497.064178703284,67102.16440101936,Travel,Actual
2023-08-29,43056.765844326575,23506.284240565157,62028.13711368328,Travel,Actual
2023-08-30,45752.957165672386,26227.898446843046,66058.87969758305,Travel,Actual
2023-08-31,45908.952678097754,27861.425374175116,65842.0729356479,Travel,Actual
2023-09-01,45210.78475714471,25634.582693786117,65205.96803111088,Travel,Actual
2023-09-02,45318.213944960364,24682.158073613402,65114.87081738707,Travel,Actual
2023-09-03,45281.33297273379,26280.02087488189,63782.40876521235,Travel,Actual
2023-09-04,47616.24343576842,29444.255443568287,66525.9299344,Travel,Actual
2023-09-05,43083.23404176384,23875.505746264633,62052.18733797747,Travel,Actual
2023-09-06,45781.08031754064,27603.506921081873,65751.82239243491,Travel,Actual
2023-09-07,45937.169238646144,26799.342642344527,65519.18536514784,Travel,Actual
2023-09-08,45238.56977011621,26394.894623864486,67092.89134314339,Travel,Actual
2023-09-09,45346.062535279634,26033.146531816048,62200.3330521933,Travel,Actual
2023-09-10,45309.156456702935,25118.173721470404,64306.44335316591,Travel,Actual
2023-09-11,47645.49905644912,28693.266572696935,66641.831042744,Travel,Actual
2023-09-12,43109.70223919023,23665.22270753317,62873.07392300261,Travel,Actual
2023-09-13,45809.203469408894,25461.767214072148,64732.22130705079,Travel,Actual
2023-09-14,45965.38579917679,27284.774826706227,66226.7594695617,Travel,Actual
2023-09-15,45266.35478307826,25173.999254841536,63913.624020380295,Travel,Actual
2023-09-16,45373.91112560352,28148.93631276822,64900.41964272143,Travel,Actual
2023-09-17,45336.97994067208,25946.87489618621,64767.861140619054,Travel,Actual
2023-09-18,47674.75467712537,28485.90332526408,66074.67836366312,Travel,Actual
2023-09-19,43136.170436622466,24642.08352936923,62128.819417699015,Travel,Actual
2023-09-20,45837.3266212837,27751.237152529015,64229.73836967997,Travel,Actual
2023-09-21,45993.60235971629,27179.309697734756,65176.20492110685,Travel,Actual
2023-09-22,45294.139796047406,25617.509558368467,66148.35378140949,Travel,Actual
2023-09-23,45401.75971592278,25795.86624344975,65943.0276973938,Travel,Actual
2023-09-24,45364.80342464123,26391.88348914833,64859.89057217632,Travel,Actual
2023-09-25,47704.010297799025,28113.004851042864,66639.0642863105,Travel,Actual
2023-09-26,43162.63863404885,23768.254660842296,62355.69786729885,Travel,Actual
2023-09-27,45865.44977314417,27270.184780468673,65074.16452127252,Travel,Actual
2023-09-28,46021.81892025582,28132.52472043223,66475.923196488,Travel,Actual
2023-09-29,45321.92480899998,25767.382248895945,63033.280679522875,Travel,Actual
2023-09-30,45429.608306258364,25768.108678976783,64952.56178295144,Travel,Actual
2023-10-01,45392.62690861563,26370.362938263188,64942.58595539669,Travel,Forecast
2023-10-02,47733.265918473975,28922.8651460533,65993.91488487241,Travel,Forecast
2023-10-03,43189.10683147524,23673.66216592696,62714.32989049401,Travel,Forecast
2023-10-04,45893.57292501898,27398.611704486462,65734.45132310467,Travel,Forecast
2023-10-05,46050.03548079534,26500.73882798593,66459.01883179444,Travel,Forecast
2023-10-06,45349.7098219715,26143.186280633432,63961.05175034311,Travel,Forecast
2023-10-07,45457.45689657762,26464.39736697885,63703.472216200724,Travel,Forecast
2023-10-08,45420.450392578314,25860.09463363501,64838.51497999051,Travel,Forecast
2023-10-09,47762.52153915598,28526.809620846947,66531.634483096,Travel,Forecast
2023-10-10,43215.57502890748,23734.833099635664,60952.67267115281,Travel,Forecast
2023-10-11,45921.696076880675,24349.54437625869,67130.18378234308,Travel,Forecast
2023-10-12,46078.25204132597,25389.430586825012,65948.7989860389,Travel,Forecast
2023-10-13,45377.49483494064,26055.841888179035,65446.5540513834,Travel,Forecast
2023-10-14,45485.30548689686,26416.91847378517,64619.64326702572,Travel,Forecast
2023-10-15,45448.273876552725,25285.492245943162,64981.790972621355,Travel,Forecast
2023-10-16,47791.77715983094,27520.24293600975,65779.27410550862,Travel,Forecast
2023-10-17,43242.043226333866,23105.591981170888,63852.93390785184,Travel,Forecast
2023-10-18,45949.819228755485,27145.518502264786,64709.143472507036,Travel,Forecast
2023-10-19,46106.46860187297,26582.133455016297,65935.47293421146,Travel,Forecast
2023-10-20,45405.27984791216,26394.80759479575,65474.453003403876,Travel,Forecast
2023-10-21,45513.15407723248,26259.19118097836,64270.00311192383,Travel,Forecast
2023-10-22,45476.0973605166,26000.10052097866,65034.988647095306,Travel,Forecast
2023-10-23,47821.03278050589,28652.967989782537,67724.47237149968,Travel,Forecast
2023-10-24,43268.51142376823,23490.40009425976,63302.09921922068,Travel,Forecast
2023-10-25,45977.94238063032,26706.322862755256,65295.9102234175,Travel,Forecast
2023-10-26,46134.685162403584,26611.386143649455,65568.83074980226,Travel,Forecast
2023-10-27,45433.064860874205,24610.47412880694,64229.22770232646,Travel,Forecast
2023-10-28,45541.002667551715,25968.155093127734,67994.92444693236,Travel,Forecast
2023-10-29,45503.92084449102,24954.098086807422,63532.776938572024,Travel,Forecast
2023-10-30,47850.28840118084,28717.396789764494,67335.22805235119,Travel,Forecast
2023-10-31,43294.979621194616,24647.142128651492,64410.479519128996,Travel,Forecast
2023-11-01,46006.065532492,26798.18818762349,64632.61666087443,Travel,Forecast
2023-11-02,46162.90172295203,25501.091324868798,64353.54224116548,Travel,Forecast
2023-11-03,45460.84987383624,25841.920992205487,65630.18337193503,Travel,Forecast
2023-11-04,45568.851257875605,26708.810503115794,64619.14686857789,Travel,Forecast
2023-11-05,45531.744328448425,26137.916384211396,66151.41741009928,Travel,Forecast
2023-11-06,47879.54402185449,28410.2386727214,66672.8445910125,Travel,Forecast
2023-11-07,43321.44781862393,23033.667840229955,61562.52479460952,Travel,Forecast
2023-11-08,46034.18868436684,28163.495103048255,67335.04068494888,Travel,Forecast
2023-11-09,46191.11828348121,25450.361208788912,65736.30947221306,Travel,Forecast
2023-11-10,45488.63488679827,26351.78986626255,64999.17855073421,Travel,Forecast
2023-11-11,45596.69984819483,26502.98706697463,65800.12789579295,Travel,Forecast
2023-11-12,45559.56781242283,26747.865174055052,64434.0321865828,Travel,Forecast
2023-11-13,47908.79964253074,29463.05262321248,65603.11740453447,Travel,Forecast
2023-11-14,43347.91601605323,24869.732141184424,63141.40362058883,Travel,Forecast
2023-11-15,46062.31183622729,25914.862134028066,64315.46019390622,Travel,Forecast
2023-11-16,46219.33484402075,26034.76527993505,64828.8777530442,Travel,Forecast
2023-11-17,45516.419899769804,25474.39229415336,64822.52640438585,Travel,Forecast
2023-11-18,45624.54843852226,25986.695456177946,65945.16098002739,Travel,Forecast
2023-11-19,45587.391296397254,26071.219040923723,64232.4135266326,Travel,Forecast
2023-11-20,47938.05526321147,27763.698834640105,67449.26244172611,Travel,Forecast
2023-11-21,43374.38421348254,24229.938023380935,63386.51891599473,Travel,Forecast
2023-11-22,46090.434988095534,27916.71961961407,65078.229502327915,Travel,Forecast
2023-11-23,46247.55140455135,27231.74356172054,65982.5379596637,Travel,Forecast
2023-11-24,45544.204912722314,26214.604296770714,64894.90321214964,Travel,Forecast
2023-11-25,45652.3970288497,26706.94353363172,66050.98225272671,Travel,Forecast
2023-11-26,45615.21478036112,25311.339217558063,63236.68621067424,Travel,Forecast
2023-11-27,47967.31088388642,28902.5491464061,66386.56914744373,Travel,Forecast
2023-11-28,43400.85241090891,23208.882640993066,63517.743767500375,Travel,Forecast
2023-11-29,46118.55813996379,26377.09012061129,64811.8399907956,Travel,Forecast
2023-11-30,46275.76796508194,27147.44339079771,66207.62604736652,Travel,Forecast
2023-12-01,45571.989925701,27095.610474780908,66024.6918866,Travel,Forecast
2023-12-02,45680.24561918179,26440.775195904254,65251.30524879559,Travel,Forecast
2023-12-03,45643.03826433555,27000.821049715152,64349.328148473425,Travel,Forecast
2023-12-04,47996.566504560076,28727.98877021922,68462.45983596121,Travel,Forecast
2023-12-05,43427.32060834115,24099.24909863463,63704.85976030957,Travel,Forecast
2023-12-06,46146.68129182422,27421.733915738798,65340.79109060361,Travel,Forecast
2023-12-07,46303.98452563041,26903.595893447644,64500.518618164584,Travel,Forecast
2023-12-08,45599.774938663024,26456.564805555638,64970.13584584074,Travel,Forecast
2023-12-09,45708.09420950101,27484.50200943682,64688.8552529417,Travel,Forecast
2023-12-10,45670.8617483047,26492.330212286313,66271.67076341681,Travel,Forecast
2023-12-11,48025.82212523371,27885.104038840975,66162.82870292694,Travel,Forecast
2023-12-12,43453.788805772594,25228.33738444168,63897.11749158114,Travel,Forecast
2023-12-13,46174.80444369246,26158.587729474904,64867.41680584725,Travel,Forecast
2023-12-14,46332.20108616101,26624.377557843967,65578.17368073958,Travel,Forecast
2023-12-15,45627.559951634576,26472.75294035734,65379.87157984125,Travel,Forecast
2023-12-16,45735.942799828445,27394.770869846736,66117.27374035699,Travel,Forecast
2023-12-17,45698.68523226734,26870.72665118578,65384.137734255986,Travel,Forecast
2023-12-18,48055.07774590997,28162.093463415033,68113.8222291472,Travel,Forecast
2023-12-19,43480.257003204846,23187.1285920862,62705.14611622491,Travel,Forecast
2023-12-20,46202.927595567315,25979.61609940225,64984.346317744115,Travel,Forecast
2023-12-21,46360.41764670054,26540.65242064069,64713.8056510287,Travel,Forecast
2023-12-22,45655.344964606134,26104.12731551054,64632.70087198194,Travel,Forecast
2023-12-23,45763.79139014767,26260.423907642817,66244.90684322073,Travel,Forecast
2023-12-24,45726.50871623649,25066.944512878632,65172.274484559384,Travel,Forecast
